,news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
350,N26117,football,"Just when you're certain you know Jameis Winston, he gives you more to consider","TAMPA   Your mind is made up. That's perfectly understandable. Five years is a long time to wait for a quarterback to flourish, and it feels even longer when the bill for season tickets comes due. If you're ready to close the door on Jameis Winston's time in Tampa Bay it wouldn't be difficult to find a boatload of like-minded fans. But, tell me, does an agreeable scoreboard on a sun-kissed ...","Just when you're certain you know Jameis Winston, he gives you more to consider TAMPA   Your mind is made up. That's perfectly understandable. Five years is a long time to wait for a quarterback to flourish, and it feels even longer when the bill for season tickets comes due. If you're ready to close the door on Jameis Winston's time in Tampa Bay it wouldn't be difficult to find a boatload of like-minded fans. But, tell me, does an agreeable scoreboard on a sun-kissed ...","[-0.061140840564080444, 0.011859528553366796, -0.04758933554653316, 0.05494703475400302, 0.037295656024046636, -0.022376562586473286, -0.026327743870363924, -0.10505940904663448, 0.03582702678016343, 0.018333611848518675]","[-0.2025098353624344, -0.07320553809404373, -0.0006873958045616746, 0.03784778341650963, -0.23999041318893433, -0.1430494636297226, -0.03234787657856941, -0.0010563265532255173, 0.014871630817651749, 0.13074332475662231]","[0.1490739345729596, -0.015986601410882685, -0.1607403184653052, 0.09827095920108046, 0.16443033702816517, 0.16730854149826727, -0.10930026680015145, 0.12246256734993889, 0.008210634899577, -0.06751652763420406]"
351,N46042,racing,Chase Elliott wins pole for Cup playoff race at Talladega,Chase Elliott led a Hendrick Motorsports sweep of the top four positions.,Chase Elliott wins pole for Cup playoff race at Talladega Chase Elliott led a Hendrick Motorsports sweep of the top four positions.,"[-0.08380279093371795, -0.051320556672871206, 0.05995120250243631, -0.05916963650444975, -0.009420489854998295, -0.2151342229712816, 0.2652134780352712, 0.05731253960174834, 0.04657021090501175, -0.1589911639748229]","[0.15462259948253632, 0.10927445441484451, 0.14896343648433685, 0.3663787245750427, 0.23128356039524078, 0.13793344795703888, 0.08626211434602737, 0.366448312997818, 0.1385311484336853, 0.15190523862838745]","[-0.14568149515890938, 0.010469985496076653, -0.09551382300686803, -0.37036760509484545, -0.0031682101750431604, -0.1436064615312473, -0.0006113826046270138, 0.26514600817085726, -0.014689435866499899, -0.16057665090777593]"
352,N55135,football,Raiders' offensive line depth continues to be tested,"In their past three games, the Raiders have started three different offensive line groupings. In those games, they have allowed zero sacks. It's one indication of how the Raiders have managed marked fluidity along their offensive front in the first half of this season, something that could prove relevant again this week depending on the status of center Rodney Hudson. Hudson, a Raiders captain and a two-time Pro Bowl selection, played just 10...","Raiders' offensive line depth continues to be tested In their past three games, the Raiders have started three different offensive line groupings. In those games, they have allowed zero sacks. It's one indication of how the Raiders have managed marked fluidity along their offensive front in the first half of this season, something that could prove relevant again this week depending on the status of center Rodney Hudson. Hudson, a Raiders captain and a two-time Pro Bowl selection, played just 10...","[0.04708897420042719, -0.03373664125900512, -0.02817794591616853, -0.03451098168423019, 0.04096194168261543, -0.005043719479363997, -0.07326749772509365, -0.0346238498547676, -0.09455577743606734, -0.002792358142460921]","[-0.3084147870540619, 0.07317952066659927, -0.06536370515823364, -0.07320456951856613, -0.017022669315338135, 0.0980788916349411, 0.051385436207056046, 0.025760453194379807, -0.11602605879306793, -0.02852228656411171]","[0.17959620899586956, -0.17929212047909526, 0.01990979737616302, 0.07038435021778632, 0.025418492016573778, -0.05182391203679592, 0.09562652251231028, 0.07375853799448814, 0.010150505570688181, 0.003015162015097241]"
353,N2524,football,"Pac-12 football power rankings: Oregon, Utah on top entering pivotal week of matchups","With a sound victory over Colorado, Oregon remains atop the Pac-12 power poll after Week 7.","Pac-12 football power rankings: Oregon, Utah on top entering pivotal week of matchups With a sound victory over Colorado, Oregon remains atop the Pac-12 power poll after Week 7.","[0.2775399966933142, -0.19002712286329743, 0.171176955030936, -0.20271545390309403, -0.06395181280926604, -0.035709025086717174, -0.03443954479984385, -0.03589945653043247, -0.010059172089985576, 0.10399699371956354]","[0.07624173909425735, 0.34881260991096497, -0.2567671835422516, -0.13051056861877441, -0.22836481034755707, 0.08911619335412979, -0.08971144258975983, 0.02615615725517273, 0.19510135054588318, 0.10878899693489075]","[-0.24686969635177375, -0.2624801059719058, 0.01447066791644753, 0.00236986957959557, 0.20841308947326526, 0.022750481527704945, 0.03484396248219802, -0.09746893324101946, -0.10974368367131483, -0.002574598344165004]"
354,N9925,football,Eagles-Bears: What we learned: Birds mediocre enough to make the playoffs,"The Eagles hung on to beat a offensively-deficient, defensively-sound Bears squad, 22-14, Sunday at Lincoln Financial Field. Win, lose, or draw, here's what we learned: 1. The Eagles are mediocre enough to make the playoffs. It hasn't been quite the journey most had expected after nine games, but the Eagles enter their bye week at 5-4, about one win less than many had predicted them to be with ...","Eagles-Bears: What we learned: Birds mediocre enough to make the playoffs The Eagles hung on to beat a offensively-deficient, defensively-sound Bears squad, 22-14, Sunday at Lincoln Financial Field. Win, lose, or draw, here's what we learned: 1. The Eagles are mediocre enough to make the playoffs. It hasn't been quite the journey most had expected after nine games, but the Eagles enter their bye week at 5-4, about one win less than many had predicted them to be with ...","[0.13055679442747117, -0.09054411334142076, -0.02807423680682579, 0.12003697583776461, -0.14244968701547256, 0.245113528642934, 0.24961618864721102, 0.0443722890520247, -0.07024444551725781, -0.13418979416773738]","[-0.2501744031906128, 0.27439308166503906, 0.27730685472488403, -0.0946742445230484, -0.22969786822795868, 0.030167456716299057, 0.030848359689116478, -0.023775223642587662, -0.14419753849506378, 0.02109292708337307]","[0.06348677580727098, -0.3658810925205861, -0.1335777300491379, -0.030189244547616487, -0.11237137082126973, 0.10438485052177454, 0.12130125126690018, 0.0404958523608841, 0.011116653842913767, 0.05401688829280958]"
355,N64889,basketball,"Hines Column: Cyclones take care of business against NIU, but 3-point shooting remains a concern","First off, Iowa State did what it absolutely needed to do Tuesday. The Cyclones, after an ugly first half, figured things out enough to run Northern Illinois back to DeKalb in a 70-52 victory at Hilton Coliseum. Rasir Bolton scored 17 points. Solomon Young had 15 points and seven rebounds. Michael Jacobson had nine points and 12 boards while George Conditt had nine points, four rebounds and ...","Hines Column: Cyclones take care of business against NIU, but 3-point shooting remains a concern First off, Iowa State did what it absolutely needed to do Tuesday. The Cyclones, after an ugly first half, figured things out enough to run Northern Illinois back to DeKalb in a 70-52 victory at Hilton Coliseum. Rasir Bolton scored 17 points. Solomon Young had 15 points and seven rebounds. Michael Jacobson had nine points and 12 boards while George Conditt had nine points, four rebounds and ...","[-0.09625877891671962, -0.05578706368080921, -0.07220150871655655, -0.037600276784665515, -0.1461484437812882, 0.04096050347999084, -0.04219553222511923, -0.0423729388828162, 0.028083961930157178, -0.12491728869383437]","[0.20395122468471527, 0.22206458449363708, -0.13902631402015686, -0.24958112835884094, -0.006800686474889517, -0.046726424247026443, 0.10311330109834671, -0.06112310662865639, -0.18824681639671326, 0.010979827493429184]","[-0.25170683112103176, -0.08049380941935068, 0.08685845339445054, 0.13669256293645876, -0.05859308051847756, -0.0373377798961859, 0.0685264280721076, 0.054819437841543577, 0.20052643143575427, -0.06602163549215456]"
356,N59072,football,"Giants' Pat Shurmur, who hates having players mic'd up, defends Jets' Sam Darnold after he saw 'ghosts' in pounding vs. Patriots","The Jets are angry that NFL Films (which is based in Mount Laurel, N.J.) cleared quarterback Sam Darnold's ""I'm seeing ghosts"" comment to air during ESPN's ""Monday Night Football"" broadcast. And the Jets and Darnold have a backer in Giants coach Pat Shurmur. He hates when players are mic'd up -- as Darnold was Monday against the Patriots, when he made that remark on the sideline. ""I'm not fond ...","Giants' Pat Shurmur, who hates having players mic'd up, defends Jets' Sam Darnold after he saw 'ghosts' in pounding vs. Patriots The Jets are angry that NFL Films (which is based in Mount Laurel, N.J.) cleared quarterback Sam Darnold's ""I'm seeing ghosts"" comment to air during ESPN's ""Monday Night Football"" broadcast. And the Jets and Darnold have a backer in Giants coach Pat Shurmur. He hates when players are mic'd up -- as Darnold was Monday against the Patriots, when he made that remark on the sideline. ""I'm not fond ...","[0.08967443602720648, 0.10528017735022792, -0.033940505906937625, -0.009220710350857085, -0.03014298419163662, -0.025983323452201973, -0.00025318754347631347, 0.04341256099336678, 0.028469036541055502, 0.08193699951955764]","[-0.23792855441570282, -0.08330952376127243, 0.0773690938949585, 0.01528534572571516, 0.00530158681795001, -0.2705150544643402, -0.09448930621147156, -0.17678262293338776, -0.04482397437095642, 0.11631409823894501]","[0.2102675434072217, 0.02749205305819106, -0.08733118988082846, -0.015686951488323716, -0.08032876919318116, 0.20578608993199501, -0.08232866693173847, -0.01892641483851088, 0.0007391273100231223, 0.20376030529991648]"
357,N56282,football,The Chiefs defense must use a new strategy to stop the Packers,The Nerd Squad breaks down the Packers offense   and a concept we might see Sunday night.,The Chiefs defense must use a new strategy to stop the Packers The Nerd Squad breaks down the Packers offense   and a concept we might see Sunday night.,"[0.13759433223832757, -0.0774095145450948, -0.16981814433795517, 0.22236598169078423, 0.08996852206842605, -0.11083259594100237, -0.08016379096603961, 0.14942303361783743, 0.1497513262333998, 0.025135383741329148]","[-0.3262723982334137, 0.18610800802707672, 0.10864909738302231, 0.04196572303771973, -0.07854995876550674, -0.0477183498442173, -0.02575875259935856, -0.019327424466609955, -0.2377496063709259, -0.0804172232747078]","[0.1699381549707024, -0.2557218274491792, -0.14058770638058155, -0.015820910958243808, 0.03929889134492053, -0.024075297618510273, 0.029831997977426628, 0.051587018697294845, -0.042075192545202415, 0.14164638095378343]"
358,N7400,football,Jaguars: Coach Doug Marrone says he's disappointed in himself because of team's 4-5 record,"At 4-5, the Jaguars still have a shot at making the playoffs with seven games remaining in the regular season. But Coach Doug Marrone is disappointed in himself because the Jaguars don't have more wins. '' I'm disappointed in myself that I haven't been able to do a better job for the fans and this team and having more wins because that's what our job is,'' Marrone said earlier this week. ''So, ...","Jaguars: Coach Doug Marrone says he's disappointed in himself because of team's 4-5 record At 4-5, the Jaguars still have a shot at making the playoffs with seven games remaining in the regular season. But Coach Doug Marrone is disappointed in himself because the Jaguars don't have more wins. '' I'm disappointed in myself that I haven't been able to do a better job for the fans and this team and having more wins because that's what our job is,'' Marrone said earlier this week. ''So, ...","[0.0018729382274953622, -0.007706957842720625, 0.0029852333631940516, -0.04996253808515664, 0.048578911527754086, -0.010116620776552695, 0.0012165405349647445, -0.0003604698273168576, -0.03053754999185671, 0.054466941864092816]","[-0.22903533279895782, 0.02824069745838642, 0.06281080096960068, 0.04096504673361778, -0.18842953443527222, -0.11249887943267822, 0.002018197439610958, 0.013161301612854004, -0.030830521136522293, 0.12713956832885742]","[0.14743592103483869, -0.08775160223027548, 0.009386427193179761, 0.004099713685882276, 0.006552600062685897, 0.14633720588788543, 0.06054441457733633, 0.09594324102537335, -0.07069175477723909, 0.029074081760060332]"
359,N40692,football,Orlando Scandrick rips Eagles: They have 'accountability issues',"Orlando Scandrick found himself released on Monday, one day after surrendering the first touchdown of the Week 7 game against his former team, the Dallas Cowboys.","Orlando Scandrick rips Eagles: They have 'accountability issues' Orlando Scandrick found himself released on Monday, one day after surrendering the first touchdown of the Week 7 game against his former team, the Dallas Cowboys.","[0.14193271873499008, -0.050780694230150275, 0.00299629979791298, 0.03532724796473007, -0.08634986721950035, 0.25582760335122195, 0.17584557553229982, -9.679716284070375e-05, -0.08291309222274829, -0.01023658144276799]","[-0.12730880081653595, -0.12820279598236084, 0.005371341947466135, -0.07549083977937698, 0.04682237654924393, -0.10444971919059753, -0.02289649099111557, 0.0009821242420002818, -0.11384601145982742, 0.025219520553946495]","[0.2556970815665715, -0.019898408794944755, 0.02735736920888053, -0.021952975344369727, -0.14238756353570206, 0.15138500787294074, 0.21874308374741638, 0.081341077185004, 0.07767595753530498, 0.08797333251977439]"
360,N54342,fighting,Pulev expected to enforce IBF title shot for his next fight,"Pulev's promoters intend to get him a shot at the IBF title in his next outing, currently on the line in Andy Ruiz vs Anthony Joshua II.","Pulev expected to enforce IBF title shot for his next fight Pulev's promoters intend to get him a shot at the IBF title in his next outing, currently on the line in Andy Ruiz vs Anthony Joshua II.","[-0.03687460207281738, -0.03258600399124919, 0.005547606953980349, -0.0205386076489564, 0.03573193108676005, 0.06000688075860054, 0.06511710091207719, 0.12500387495505702, -0.0022696772659446217, -0.026977988019076447]","[0.26312005519866943, -0.1858518421649933, -0.17050045728683472, 0.13159121572971344, 0.03431302309036255, 0.01218095701187849, -0.1671983152627945, -0.029360074549913406, 0.0576736144721508, 0.09703711420297623]","[-0.023063709957270025, 0.20242713958257488, 0.06223111010104736, -0.0460549051006992, -0.01428134695556196, -0.19316752933265743, -0.0617812005376258, 0.01617121148460007, -0.20258923515249264, 0.04623389406755557]"
361,N6387,football,The Return of Keke Coutee,The little man should have a big role to play,The Return of Keke Coutee The little man should have a big role to play,"[-0.04574776817399229, -0.0056659606914163775, -0.08738886373224684, 0.08111254691809892, 0.029420102912714928, -0.03182647758529275, -0.03806091774430478, -0.06516854972006857, 0.06258540689842745, 0.043069320328892984]","[0.112364262342453, -0.21344879269599915, -0.0201308224350214, -0.20820067822933197, -0.07202586531639099, 0.08203425258398056, 0.0018495832337066531, 0.2561149001121521, -0.18842129409313202, -0.05685978755354881]","[0.07225890658884807, 0.0015700726713365313, 0.05384766144224814, 0.11660811742241943, 0.14516790394576284, -0.21734004353824604, -0.18553466833628893, 0.07238437382441994, 0.17303928472379948, 0.07477871609774484]"
362,N44582,fighting,Khabib Denies McGregor's Visa Application: Russia Doesn't Want You,"While there's still no news on when Conor McGregor will fight again, you better believe there's more social media drama from the famous Irish sports star to report. McGregor continues to use Twitter as a primary method of keeping his name in the press ... although a seemingly constant stream of disturbing criminal reports tied to his name come in a close second. McGregor's latest online outburst came after UFC president Dana White told reporters...","Khabib Denies McGregor's Visa Application: Russia Doesn't Want You While there's still no news on when Conor McGregor will fight again, you better believe there's more social media drama from the famous Irish sports star to report. McGregor continues to use Twitter as a primary method of keeping his name in the press ... although a seemingly constant stream of disturbing criminal reports tied to his name come in a close second. McGregor's latest online outburst came after UFC president Dana White told reporters...","[-0.04024509572223879, 0.03061010506254314, -0.02249060870777314, -0.0011267404389077302, 0.039616814194050144, 0.00435887893608716, 0.03360189403525451, 0.029220767936908053, -0.062210477664390404, 0.011306766949547428]","[0.16365502774715424, -0.24337665736675262, -0.10711204260587692, 0.14217349886894226, 0.1123078390955925, -0.12141288071870804, -0.30328768491744995, 0.01096850261092186, 0.0051312693394720554, 0.02034267596900463]","[0.06225768976585854, 0.23122273338550878, 0.08612437501196506, -0.027382383211333815, -0.15477508475093954, 0.02575558961382531, -0.051837842541183635, 0.04718790880539315, -0.24801435197123592, 0.158277126184206]"
363,N35747,golf,"Rosaforte Report: Niemann psyched for Prez Cup, possible Tiger matchup","Joaquin Niemann turned 21 on November 7 having already received the best present of his life, a pick for this year's International Presidents Cup team.","Rosaforte Report: Niemann psyched for Prez Cup, possible Tiger matchup Joaquin Niemann turned 21 on November 7 having already received the best present of his life, a pick for this year's International Presidents Cup team.","[-0.08739348278810097, 0.027390412421451037, 0.03422411085577839, -0.010372175112689197, 0.04892231813343401, -0.08719604822576289, 0.11998960568669058, -0.02756484596716061, 0.010649130331405052, -0.06860609386556714]","[0.1964329481124878, -0.17033109068870544, -0.06723221391439438, 0.2543959617614746, -0.045757636427879333, -0.009094325825572014, -0.006391102448105812, 0.07381469756364822, -0.11030235141515732, -0.023381274193525314]","[-0.028620676505761326, 0.2085118772811088, 0.08083174184325168, -0.10855897539030111, 0.1224499283862131, -0.13502239678245773, -0.15601693248843443, 0.05428505440674588, -0.11825094068875577, -0.009370865164068183]"
364,N26590,football,Sachse's field goal in OT leads No. 21 Broncos past Wyoming,"BOISE, Idaho (AP)   Chase Cord threw for 190 yards and a touchdown, Eric Sachse kicked a 28-yard field goal in overtime and No. 21 Boise State rallied to beat Wyoming 20-17 on Saturday night. Boise State (8-1, 4-0, No. 22 CFP) kept its New Year's Day bowl hopes alive as the Group of 5 representative despite playing without injured starting quarterback Hank Bachmeier. Bachmeier was expected to play, but remained on the sidelines due to an...","Sachse's field goal in OT leads No. 21 Broncos past Wyoming BOISE, Idaho (AP)   Chase Cord threw for 190 yards and a touchdown, Eric Sachse kicked a 28-yard field goal in overtime and No. 21 Boise State rallied to beat Wyoming 20-17 on Saturday night. Boise State (8-1, 4-0, No. 22 CFP) kept its New Year's Day bowl hopes alive as the Group of 5 representative despite playing without injured starting quarterback Hank Bachmeier. Bachmeier was expected to play, but remained on the sidelines due to an...","[-0.05959134518291287, -0.06893485965897143, -0.12098893908843691, 0.005652798115868474, -0.1843869237119686, 0.00504540210654015, -0.0593014191817355, 0.0369132127751114, 0.10941563188623207, -0.08548480016914181]","[0.006023826077580452, 0.3261517584323883, -0.11186689138412476, 0.009139823727309704, 0.1323639303445816, -0.009819439612329006, 0.15246029198169708, -0.06971067935228348, -0.006509843282401562, 0.23999091982841492]","[-0.20014507887899663, -0.1440389175080853, 0.12620792684159923, -0.04159181366603337, -0.041361144598085466, 0.02676312638997202, -0.041421810888481694, 0.004632293238999014, 0.22446585970752211, 0.08766865403727317]"
365,N21040,football,Crunching the Numbers: Focus in the red zone and facing teams coming off their bye week,The Steelers red zone philosophy might be their biggest obstacle in the second half of the season,Crunching the Numbers: Focus in the red zone and facing teams coming off their bye week The Steelers red zone philosophy might be their biggest obstacle in the second half of the season,"[0.09214947503369454, -0.06894250512678143, 0.04177506050179203, -0.0797199263497703, 0.021420514482666075, 0.019254996561943172, -0.055882241204092575, -0.07773261094885651, -0.017680814745332736, 0.006896006351005855]","[-0.3147294223308563, 0.16352765262126923, 0.12452562153339386, 0.0408569760620594, -0.14422190189361572, -0.022274678573012352, 0.04491223394870758, 0.04612283408641815, -0.08088584989309311, 0.012471743859350681]","[0.12008713653045125, -0.33444184400836735, -0.1165612454906427, -0.049887343747616636, 0.1652258411631605, 0.08929697153180373, 0.1289034118634903, 0.1408973043789092, -0.05742209191870871, -0.10715829192998148]"
366,N54584,football,"Denver police teach women, girls self-defense tactics","DENVER -- The Denver Police Department is educating community members about how to defend themselves with free monthly classes. Every DPD recruit goes through training in the art of self-defense, Krav Maga. On Saturday, FOX31's Nicole Fierro joined women and children as young as 12-years-old taking part in the practice. Watch what they learned in the video above.","Denver police teach women, girls self-defense tactics DENVER -- The Denver Police Department is educating community members about how to defend themselves with free monthly classes. Every DPD recruit goes through training in the art of self-defense, Krav Maga. On Saturday, FOX31's Nicole Fierro joined women and children as young as 12-years-old taking part in the practice. Watch what they learned in the video above.","[-0.01160282186169519, 0.012749595826999952, -0.04436397100049209, 0.017656666792828592, 0.009462256819756407, -0.006340899118027369, 0.017706912581067085, -0.08448538128015998, -0.033682357256326526, -0.05489319117756148]","[0.1452372670173645, -0.0010339723667129874, -0.10844533145427704, 0.004608714021742344, 0.11400644481182098, -0.07139810919761658, -0.10736493021249771, -0.08896451443433762, -0.057084884494543076, -0.18193791806697845]","[-0.0014658276000198644, 0.05682416684237489, 0.09643273825471725, -0.04000353108955209, -0.08069222874273099, 0.003306828613076008, 0.12311205741652885, 0.057648989706569294, -0.1148609583931348, -0.050709004858870206]"
367,N59398,football,Patriots no longer lock for AFC's top spot with loss to Ravens,"The Ravens showed the Patriots are beatable, and maybe they are catchable in the AFC, especially now with the schedule getting tougher for them.","Patriots no longer lock for AFC's top spot with loss to Ravens The Ravens showed the Patriots are beatable, and maybe they are catchable in the AFC, especially now with the schedule getting tougher for them.","[0.16269555547826886, 0.235365800119898, 0.020838440436057072, -0.007501212541759054, -0.10280621057113473, -0.05271838149284976, -0.02618445778812319, 0.03534207777392075, 0.05692221621172368, -0.07255763276444364]","[-0.2585552930831909, 0.10471916943788528, 0.24662092328071594, 0.06183745712041855, -0.11595971137285233, -0.09864885360002518, 0.006062682718038559, -0.01299814973026514, 0.2947019636631012, 0.1888866424560547]","[0.16017974758519873, -0.2359004398174257, -0.1052198055883431, -0.04199324490729261, -0.060722574037102274, 0.030404120420130156, -0.11671590433531123, -0.2148625017759074, -0.11768740876733524, -0.0877298313236048]"
368,N49007,football,Christian McCaffrey stopped inches short of goal line on final play of loss to Packers,"For the second time this season, a Panthers' loss has ended with McCaffrey just short of the end zone.","Christian McCaffrey stopped inches short of goal line on final play of loss to Packers For the second time this season, a Panthers' loss has ended with McCaffrey just short of the end zone.","[0.004055918398152504, -0.0720968949952966, -0.07504013507879866, 0.10635616258605496, 0.02176744859222563, -0.024973592999201533, -0.13316112987478393, -0.041755475080521326, 0.06216886772569302, -0.07829983328072561]","[-0.17008891701698303, 0.1935138702392578, -0.04690726473927498, 0.16843105852603912, 0.14174680411815643, -0.10407588630914688, 0.02516110986471176, -0.03149127587676048, -0.18486042320728302, 0.17360632121562958]","[0.07383596318448601, -0.14991018650897914, 0.09501519006784365, -0.1649929545240489, -0.10545510551569887, 0.05884006156839717, -0.1413939503120749, 0.13158921889043507, 0.04798176868774808, -0.015868491990527627]"
369,N1445,football,NFL bust Ryan Leaf explained why he's worried about Baker Mayfield,Time to worry about Baker Mayfield?,NFL bust Ryan Leaf explained why he's worried about Baker Mayfield Time to worry about Baker Mayfield?,"[0.11769509313672206, 0.007129529607694979, 0.06085006751339628, -0.01966801744648458, 0.12139855545601187, -0.19890750369732324, -0.031104657816297617, -0.22739819520339857, 0.07415252481583903, -0.26174639588370174]","[-0.2460271567106247, -0.19564855098724365, -0.11389026790857315, -0.0420355349779129, 0.03481054678559303, -0.11851124465465546, -0.050931766629219055, -0.000687957217451185, -0.1187780499458313, 0.18851134181022644]","[0.22806802691193168, 0.04128700863395037, -0.10095880238746018, 0.08586102648853279, 0.03007042995744646, 0.07503934271776372, -0.041384530611144756, 0.013655021788603488, -0.11332443580241784, 0.0664965993661087]"
370,N22104,football,Dalvin Cook 2019 vs. Adrian Peterson 2012: It's a fair comparison,"There might not be anything to compare to Adrian Peterson's incredible 2012 season, when he won the NFL's MVP award after leading the Vikings to the playoffs and nearly establishing a single-season league rushing record. Here's a reminder of some of the particulars, in case time has dulled them: Peterson averaged 6.0 yards per carry that season, all while carrying the ball 348 times and facing ...","Dalvin Cook 2019 vs. Adrian Peterson 2012: It's a fair comparison There might not be anything to compare to Adrian Peterson's incredible 2012 season, when he won the NFL's MVP award after leading the Vikings to the playoffs and nearly establishing a single-season league rushing record. Here's a reminder of some of the particulars, in case time has dulled them: Peterson averaged 6.0 yards per carry that season, all while carrying the ball 348 times and facing ...","[0.026430918982246705, -0.00508330223588955, 0.05364897127495701, -0.021392767537181074, 0.06005754721844774, 0.060425516119502136, -0.05415122637170754, -0.0799922598223125, 0.027124033497927018, -0.07577819210840268]","[-0.30787745118141174, 0.02476247400045395, -0.052365973591804504, -0.0882703885436058, 0.03355801850557327, 0.0313674695789814, 0.1485327035188675, 0.1839783787727356, 0.050562355667352676, -0.11011963337659836]","[0.10317362168725178, -0.08731033803431343, 0.018757541306336924, -0.13884128518648808, 0.0747961837182129, -0.027961120242795956, -0.14891497544412305, 0.02180224215159247, -0.01750080623208699, -0.2030684952882697]"
371,N28472,basketball,"LeBron James, Anthony Davis, Draymond Green all out Monday","The two stars for the Los Angeles Lakers will get a rest tonight, as well Golden State Warriors forward Draymond Green.","LeBron James, Anthony Davis, Draymond Green all out Monday The two stars for the Los Angeles Lakers will get a rest tonight, as well Golden State Warriors forward Draymond Green.","[-0.10155053908042178, -0.006792409021789875, -0.0764233782014069, -0.05467682335909881, 0.1012709893429624, 0.07974732617820883, -0.0890873055857959, 0.160011366152608, 0.042249984951430175, -0.043609822663751865]","[0.06574942171573639, -0.028506480157375336, 0.23918180167675018, -0.30121681094169617, 0.15092647075653076, 0.2609305679798126, -0.11815899610519409, -0.04034558683633804, -0.1311911642551422, -0.11583979427814484]","[-0.08631181099218109, 0.09702971924661034, -0.018782961759153977, 0.17075011368985715, -0.19531892556951685, -0.2896356960521167, -0.10886128077030664, -0.09157945763664598, -0.2018337370767657, 0.03778096550501207]"
372,N11472,golf,Louis Oosthuizen offered a rather honest assessment of his latest hole-in-one,Louis Oosthuizen admits his latest hole-in-one at the WGC-HSBC Champions wasn't exactly a perfect strike.,Louis Oosthuizen offered a rather honest assessment of his latest hole-in-one Louis Oosthuizen admits his latest hole-in-one at the WGC-HSBC Champions wasn't exactly a perfect strike.,"[-0.04562137981330247, 0.02353415681859668, -0.021695134618569673, -0.02493509572440901, 0.005783603119123677, -0.03141767381208857, 0.04138096945016701, -0.018187529509123918, -0.032534815703202394, -0.06194381103930184]","[0.23315231502056122, -0.11916480213403702, 0.10440581291913986, 0.1785036325454712, 0.06908997893333435, -0.2621612548828125, -0.06678013503551483, 0.1725282222032547, -0.01863066852092743, -0.07943134754896164]","[-0.09791793219508237, 0.19659664259309775, -0.04343139460779508, -0.14940971056126906, 0.05665526315908249, 0.12368413781048494, -0.2716425221844331, 0.11466956146992721, -0.026172186623876912, 0.06845780437308942]"
373,N13867,racing,"After wild second round finish, what awaits NASCAR drivers at Martinsville?",David Scott of the Charlotte Observer looks at the NASCAR playoff field,"After wild second round finish, what awaits NASCAR drivers at Martinsville? David Scott of the Charlotte Observer looks at the NASCAR playoff field","[-0.08096250162286511, -0.08494260040532552, 0.04764794738572366, -0.07666562990614871, -0.05751473562676076, -0.21611919101910512, 0.2698358718874848, 0.06845280966700927, 0.06331231351757907, -0.06981683310035446]","[0.09048599749803543, 0.13440124690532684, 0.11670682579278946, 0.30608537793159485, -0.10153760015964508, 0.16567018628120422, -0.12820802628993988, 0.35127875208854675, -0.002090106252580881, -0.02757030539214611]","[-0.12300182544829096, -0.049058455000559366, -0.1539333172838748, -0.27397607997976114, 0.026262264292552608, -0.08816862897986481, 0.03226855982121055, 0.2917527872274723, -0.06559658995234288, -0.042810864275059445]"
374,N53868,football,"With trade deadline approaching, has Minshew made Foles expendable?","Beating the Jets isn't really a reason for huge celebration, but even so, it's worth noting just how well Jaguars quarterback Gardner Minshew played in Jacksonville's 29-15 victory. Minshew threw for 279 yards, three touchdowns and zero interceptions, keeping his head and his composure throughout. Jacksonville is now 4-4, and at the moment of the victory was just half a game behind the Texans for the sixth and final playoff spot.","With trade deadline approaching, has Minshew made Foles expendable? Beating the Jets isn't really a reason for huge celebration, but even so, it's worth noting just how well Jaguars quarterback Gardner Minshew played in Jacksonville's 29-15 victory. Minshew threw for 279 yards, three touchdowns and zero interceptions, keeping his head and his composure throughout. Jacksonville is now 4-4, and at the moment of the victory was just half a game behind the Texans for the sixth and final playoff spot.","[-0.02189901058685064, -0.029172749319038318, -0.010831474022504048, 0.011156157129959739, -0.08886377863726591, -0.02457274969182266, -0.03841966876063264, -0.09221317746968921, -0.012566153341964788, -0.023019281530609538]","[-0.2876017987728119, -0.20982125401496887, -0.024251028895378113, 0.060630809515714645, -0.11676251888275146, 0.060120366513729095, 0.03170511871576309, 0.07219846546649933, -0.0817936435341835, 0.1639428585767746]","[0.10500154258420655, -0.14652247739764698, -0.04917930770909257, 0.005458695256153782, 0.04457992806182988, 0.030399725346364332, -0.03699033042810692, 0.09744834948129255, 0.09550226507400827, -0.024022395159953504]"
